positive,negative,date
0.25,2.0,5/9/16
0.5,1.875,5/9/16
0.375,0.375,5/9/16
2.375,0.375,5/10/16
0.125,0.875,5/10/16
1.0,2.0,5/10/16
1.0,0.5,5/10/16
2.875,1.25,5/10/16
10.625,11.25,5/11/16
2.25,1.5,5/11/16
4.5,3.875,5/11/16
1.75,0.0,5/11/16
4.0,2.0,5/11/16
1.125,0.0,5/11/16
0.125,0.25,5/11/16
2.5,4.0,5/11/16
5.0,0.5,5/12/16
0.125,0.5,5/12/16
0.0,0.75,5/12/16
0.125,0.375,5/12/16
4.25,1.125,5/13/16
8.0,7.125,5/13/16
16.125,13.0,5/13/16
2.0,2.75,5/13/16
0.0,1.25,5/14/16
0.25,0.0,5/14/16
0.0,0.0,5/14/16
1.25,0.0,5/14/16
5.625,2.5,5/15/16
6.5,8.75,5/15/16
3.5,1.125,5/15/16
3.5,4.75,5/15/16
1.25,2.0,5/16/16
0.375,1.375,5/16/16
0.125,0.0,5/16/16
0.5,0.0,5/16/16
5.25,3.125,5/17/16
0.375,0.25,5/17/16
0.625,0.625,5/17/16
1.125,3.75,5/17/16
6.75,2.0,5/18/16
0.125,0.0,5/18/16
0.0,0.0,5/18/16
0.75,0.125,5/18/16
0.125,0.375,5/18/16
2.25,3.0,5/18/16
4.375,0.25,5/18/16
4.5,1.625,5/19/16
12.375,7.375,5/19/16
7.75,5.25,5/19/16
0.125,0.0,5/19/16
1.125,0.5,5/19/16
0.625,0.0,5/19/16
14.0,9.375,5/19/16
10.364,11.136,5/19/16
7.125,4.25,5/20/16
14.875,13.75,5/20/16
19.125,13.125,5/20/16
7.375,1.875,5/20/16
0.125,0.25,5/20/16
1.875,1.25,5/20/16
0.125,0.75,5/20/16
2.625,1.75,5/20/16
0.75,0.875,5/21/16
0.375,0.75,5/21/16
0.25,0.25,5/21/16
0.125,0.25,5/21/16
3.875,3.75,5/21/16
6.625,5.5,5/21/16
3.875,4.625,5/22/16
3.625,2.125,5/22/16
0.375,0.25,5/22/16
0.0,0.0,5/22/16
0.0,0.0,5/23/16
0.25,1.0,5/23/16
0.5,0.25,5/23/16
1.875,0.625,5/23/16
1.125,2.25,5/24/16
10.875,7.125,5/24/16
0.0,1.625,5/24/16
0.0,0.0,5/24/16
3.625,2.25,5/25/16
0.125,0.0,5/25/16
1.125,0.875,5/25/16
0.875,1.0,5/25/16
0.375,0.75,5/25/16
0.25,0.375,5/26/16
0.875,0.0,5/26/16
1.625,0.25,5/26/16
0.125,0.625,5/26/16
0.5,1.125,5/26/16
0.25,0.625,5/26/16
0.0,0.75,5/27/16
0.875,0.625,5/27/16
0.5,0.0,5/27/16
13.625,5.5,5/27/16
0.625,0.0,5/27/16
0.25,0.75,5/28/16
0.375,0.75,5/28/16
0.375,0.125,5/28/16
0.375,0.5,5/29/16
0.5,0.75,5/29/16
1.375,0.0,5/29/16
1.0,0.0,5/29/16
0.625,0.375,5/29/16
0.25,2.125,5/29/16
0.875,0.375,5/30/16
0.25,0.125,5/30/16
0.875,0.25,5/30/16
1.0,0.625,5/30/16
0.5,0.0,5/31/16
0.5,0.125,5/31/16
0.0,0.0,5/31/16
0.125,0.0,5/31/16
0.375,0.25,5/31/16
1.125,0.375,5/31/16
0.625,0.25,5/31/16
1.0,0.0,6/1/16
0.0,0.0,6/1/16
0.625,0.375,6/1/16
0.75,1.25,6/1/16
1.625,0.625,6/1/16
0.5,0.0,6/1/16
0.75,0.0,6/1/16
0.875,0.25,6/1/16
0.25,1.125,6/1/16
0.5,0.5,6/2/16
0.0,0.0,6/2/16
0.0,0.5,6/2/16
0.25,1.0,6/2/16
0.25,1.25,6/2/16
0.125,0.0,6/2/16
1.25,0.5,6/2/16
0.875,1.0,6/2/16
2.625,1.625,6/3/16
5.0,5.75,6/3/16
5.875,2.0,6/3/16
0.0,0.0,6/3/16
9.375,7.125,6/3/16
0.75,0.375,6/3/16
1.472,2.028,6/3/16
1.5,1.5,6/3/16
0.125,0.375,6/3/16
0.625,0.0,6/3/16
3.125,1.0,6/3/16
0.375,0.0,6/3/16
0.75,0.25,6/3/16
1.125,0.0,6/3/16
0.25,0.375,6/3/16
0.375,0.25,6/3/16
0.125,0.0,6/3/16
5.25,3.5,6/4/16
9.75,4.75,6/4/16
2.25,0.125,6/4/16
5.625,1.75,6/4/16
0.25,0.25,6/4/16
1.125,0.0,6/4/16
1.375,1.25,6/4/16
17.75,14.25,6/4/16
0.0,0.75,6/4/16
0.25,0.875,6/4/16
0.125,1.5,6/4/16
0.5,0.125,6/5/16
1.25,1.125,6/5/16
7.25,7.25,6/5/16
5.8469999999999995,6.6530000000000005,6/5/16
1.375,0.0,6/5/16
0.375,0.375,6/5/16
1.5,1.0,6/6/16
0.375,0.0,6/6/16
2.875,2.25,6/6/16
0.5,0.625,6/6/16
4.125,4.0,6/6/16
5.75,4.125,6/6/16
3.75,6.25,6/6/16
0.25,0.75,6/6/16
2.5,1.25,6/6/16
1.625,0.0,6/6/16
5.375,2.875,6/7/16
0.375,0.0,6/7/16
0.0,0.125,6/7/16
1.5,2.0,6/7/16
0.0,0.25,6/7/16
1.125,1.875,6/7/16
6.125,1.875,6/7/16
0.5,0.25,6/7/16
5.75,4.0,6/7/16
5.625,5.625,6/7/16
0.5,0.25,6/7/16
0.75,0.25,6/7/16
0.0,0.0,6/8/16
0.125,0.375,6/8/16
11.625,6.0,6/8/16
13.0,7.75,6/8/16
0.375,0.375,6/8/16
0.875,0.875,6/8/16
4.625,3.375,6/8/16
0.375,0.0,6/8/16
3.875,9.75,6/9/16
5.5,2.5,6/9/16
1.625,0.0,6/9/16
0.75,0.125,6/9/16
1.0,0.125,6/9/16
0.75,0.875,6/9/16
1.375,0.375,6/9/16
0.5,0.0,6/9/16
1.375,0.25,6/9/16
0.25,1.625,6/9/16
0.25,0.125,6/10/16
4.75,7.75,6/10/16
0.375,0.0,6/10/16
6.625,1.875,6/10/16
0.125,0.25,6/10/16
3.0,4.5,6/10/16
5.875,5.625,6/10/16
2.625,4.0,6/10/16
0.875,0.0,6/10/16
2.875,6.25,6/10/16
0.375,0.875,6/10/16
8.125,2.75,6/10/16
0.0,0.125,6/11/16
0.5,0.375,6/11/16
4.5,4.0,6/11/16
0.375,0.0,6/11/16
8.25,3.25,6/11/16
2.125,0.625,6/11/16
6.125,4.125,6/11/16
7.375,1.375,6/11/16
1.125,1.0,6/11/16
6.875,8.875,6/11/16
5.0,5.0,6/11/16
0.375,0.125,6/11/16
1.875,0.625,6/11/16
0.25,0.625,6/12/16
0.0,0.875,6/12/16
4.0,2.375,6/12/16
8.625,3.75,6/12/16
1.375,1.125,6/12/16
5.625,5.375,6/12/16
4.0,4.5,6/12/16
0.875,0.0,6/12/16
2.75,1.375,6/13/16
0.0,1.25,6/13/16
1.875,4.375,6/13/16
3.5,1.0,6/13/16
1.625,0.125,6/13/16
0.5,0.25,6/13/16
0.125,0.125,6/13/16
0.375,2.0,6/13/16
6.625,5.375,6/13/16
0.0,0.5,6/13/16
15.25,9.0,6/13/16
0.75,1.25,6/13/16
0.625,0.625,6/14/16
1.375,0.625,6/14/16
0.125,0.25,6/14/16
1.5,0.125,6/14/16
0.25,0.0,6/14/16
0.625,0.125,6/14/16
11.375,6.125,6/14/16
2.875,3.125,6/14/16
1.75,0.625,6/14/16
9.5,11.0,6/14/16
3.5,4.875,6/14/16
0.875,0.125,6/14/16
0.125,0.625,6/14/16
0.875,1.625,6/15/16
0.0,0.125,6/15/16
0.25,0.5,6/15/16
2.5,1.0,6/15/16
6.75,9.75,6/15/16
6.0,6.5,6/15/16
0.125,0.125,6/15/16
0.25,0.75,6/15/16
1.0,0.25,6/15/16
2.25,0.25,6/16/16
0.125,0.375,6/16/16
0.5,0.0,6/16/16
0.75,0.0,6/16/16
0.375,0.625,6/16/16
0.625,1.125,6/16/16
0.375,0.375,6/17/16
1.125,0.125,6/17/16
0.0,1.25,6/17/16
3.0,2.25,6/17/16
3.125,2.25,6/17/16
0.25,0.0,6/17/16
0.5,1.25,6/17/16
0.25,1.25,6/17/16
2.25,1.25,6/17/16
0.0,1.125,6/17/16
0.0,0.625,6/17/16
5.125,4.0,6/17/16
0.375,0.25,6/17/16
0.5,0.125,6/17/16
1.0,0.125,6/17/16
0.125,0.0,6/17/16
0.25,0.875,6/18/16
0.375,0.25,6/18/16
2.375,3.25,6/18/16
2.125,1.0,6/18/16
5.125,5.75,6/18/16
8.125,6.625,6/18/16
1.0,0.125,6/18/16
14.125,5.875,6/18/16
0.875,0.625,6/18/16
1.0,0.5,6/18/16
0.0,1.125,6/19/16
0.75,0.625,6/19/16
4.319,1.056,6/19/16
11.25,5.625,6/19/16
4.625,7.875,6/19/16
9.125,5.125,6/19/16
7.25,3.5,6/19/16
0.0,0.25,6/19/16
0.25,0.625,6/20/16
0.125,0.25,6/20/16
0.75,0.625,6/20/16
0.75,0.125,6/20/16
1.375,0.0,6/20/16
0.0,0.5,6/20/16
1.125,0.375,6/21/16
0.875,0.0,6/21/16
1.75,0.375,6/21/16
0.125,1.0,6/21/16
1.25,0.125,6/21/16
1.0,1.125,6/21/16
2.25,0.375,6/21/16
4.25,2.625,6/21/16
0.625,0.75,6/22/16
0.625,0.75,6/22/16
0.0,0.5,6/22/16
0.25,0.0,6/22/16
1.875,1.125,6/22/16
0.125,0.125,6/22/16
0.5,0.5,6/22/16
0.5,0.25,6/22/16
9.5,4.875,6/22/16
10.625,6.875,6/22/16
0.375,0.0,6/22/16
0.75,0.0,6/23/16
3.5,1.375,6/23/16
0.875,0.0,6/23/16
0.875,1.5,6/23/16
0.625,0.125,6/23/16
0.375,0.75,6/23/16
1.625,0.75,6/24/16
5.25,0.75,6/24/16
7.25,2.125,6/24/16
0.875,0.25,6/24/16
1.125,0.5,6/24/16
4.125,3.0,6/24/16
0.25,0.375,6/24/16
6.75,5.125,6/24/16
0.875,0.5,6/25/16
0.625,0.125,6/25/16
1.25,0.75,6/25/16
0.75,0.25,6/25/16
6.0,3.375,6/25/16
9.875,15.125,6/25/16
0.75,1.25,6/25/16
2.375,0.625,6/26/16
0.25,0.125,6/26/16
2.25,2.375,6/26/16
8.25,2.75,6/26/16
7.375,4.75,6/26/16
0.125,0.0,6/26/16
0.625,0.25,6/26/16
0.875,0.375,6/27/16
0.0,0.625,6/27/16
0.0,0.0,6/27/16
0.625,0.625,6/27/16
1.875,1.625,6/27/16
0.375,0.0,6/27/16
1.25,1.125,6/27/16
8.25,3.625,6/27/16
4.125,6.25,6/27/16
0.5,0.0,6/27/16
0.5,0.0,6/27/16
1.25,0.5,6/27/16
9.125,9.125,6/27/16
8.75,6.0,6/27/16
0.0,1.625,6/28/16
0.5,0.25,6/28/16
0.875,0.0,6/28/16
0.375,0.25,6/28/16
0.0,0.0,6/28/16
0.0,0.0,6/28/16
0.25,2.125,6/28/16
0.25,1.5,6/28/16
1.875,3.25,6/28/16
0.75,0.875,6/28/16
3.0,4.625,6/28/16
0.5,1.0,6/29/16
1.375,0.125,6/29/16
2.375,2.125,6/29/16
0.625,0.0,6/29/16
0.875,0.375,6/29/16
1.75,0.375,6/29/16
0.5,0.25,6/29/16
1.875,2.125,6/29/16
0.375,0.125,6/29/16
0.625,0.875,6/30/16
0.0,0.0,6/30/16
0.375,0.125,6/30/16
0.5,1.625,6/30/16
0.625,0.0,6/30/16
1.625,0.0,6/30/16
0.125,0.75,6/30/16
0.0,0.0,7/1/16
3.25,7.25,7/1/16
5.75,2.0,7/1/16
0.625,0.25,7/1/16
0.0,0.0,7/1/16
0.625,0.875,7/1/16
14.0,15.375,7/1/16
10.844999999999999,6.03,7/1/16
0.75,0.75,7/1/16
0.25,0.0,7/1/16
0.75,0.875,7/1/16
0.125,0.0,7/2/16
0.875,1.125,7/2/16
8.125,7.25,7/2/16
0.875,0.25,7/2/16
2.625,2.0,7/2/16
0.5,0.625,7/2/16
5.75,5.125,7/2/16
5.125,7.25,7/2/16
1.875,3.625,7/2/16
0.25,1.25,7/3/16
0.25,0.375,7/3/16
1.75,1.5,7/3/16
6.125,2.625,7/3/16
1.75,1.0,7/3/16
2.0,0.25,7/4/16
0.0,0.0,7/4/16
0.125,0.625,7/4/16
0.625,0.375,7/4/16
3.25,2.0,7/4/16
1.125,0.125,7/4/16
0.5,0.625,7/4/16
0.25,0.375,7/4/16
6.75,5.625,7/4/16
0.25,0.25,7/4/16
0.5,0.875,7/5/16
0.25,0.125,7/5/16
0.0,0.625,7/5/16
0.25,0.0,7/5/16
0.0,0.0,7/5/16
0.375,0.0,7/5/16
1.0,0.0,7/5/16
8.875,3.625,7/5/16
0.0,0.0,7/5/16
11.125,6.75,7/5/16
0.125,0.625,7/6/16
0.125,1.0,7/6/16
6.625,4.5,7/6/16
0.875,0.75,7/6/16
0.375,0.375,7/6/16
0.5,0.5,7/7/16
0.375,0.0,7/7/16
0.5,0.125,7/7/16
0.75,1.125,7/7/16
0.25,0.0,7/7/16
0.0,0.125,7/7/16
2.0,1.125,7/7/16
0.375,0.375,7/7/16
0.75,0.375,7/7/16
0.25,0.625,7/8/16
4.375,2.875,7/8/16
0.0,0.0,7/8/16
3.375,1.125,7/8/16
1.875,0.875,7/8/16
14.75,9.625,7/8/16
0.25,0.75,7/8/16
6.5,10.625,7/8/16
1.125,0.0,7/8/16
0.125,0.0,7/8/16
0.125,0.0,7/9/16
0.0,1.125,7/9/16
0.25,0.75,7/9/16
3.25,1.5,7/9/16
4.375,3.375,7/9/16
0.375,0.25,7/9/16
2.0,2.5,7/10/16
12.75,6.875,7/10/16
7.75,4.875,7/10/16
0.25,0.25,7/10/16
1.875,6.375,7/10/16
3.625,4.875,7/10/16
9.125,8.5,7/11/16
0.375,0.0,7/11/16
0.5,0.25,7/11/16
0.375,0.125,7/11/16
15.875,9.625,7/11/16
4.625,5.0,7/11/16
0.0,0.0,7/11/16
8.5,8.875,7/11/16
0.25,1.125,7/11/16
0.0,0.0,7/11/16
0.375,0.5,7/11/16
6.0,4.0,7/12/16
2.25,6.0,7/12/16
4.125,2.625,7/12/16
1.125,0.125,7/12/16
0.5,0.875,7/12/16
8.625,7.0,7/12/16
3.0,0.5,7/13/16
12.375,5.625,7/13/16
0.375,0.5,7/13/16
0.5,0.0,7/13/16
0.125,0.0,7/13/16
8.0,7.75,7/13/16
5.75,1.0,7/13/16
0.25,0.75,7/13/16
0.125,0.125,7/13/16
0.75,0.25,7/13/16
3.875,7.625,7/13/16
0.5,0.125,7/13/16
8.125,2.5,7/13/16
8.125,5.125,7/14/16
0.375,0.0,7/14/16
0.5,0.0,7/14/16
11.625,5.75,7/14/16
8.5,6.25,7/15/16
14.239,12.261,7/15/16
4.25,1.625,7/15/16
0.25,0.875,7/15/16
0.125,0.0,7/15/16
1.75,0.125,7/15/16
0.875,0.125,7/15/16
0.75,0.375,7/15/16
14.25,8.125,7/15/16
14.875,4.875,7/15/16
9.5,7.5,7/15/16
5.125,6.125,7/16/16
1.125,1.25,7/16/16
3.125,3.625,7/16/16
0.125,0.0,7/16/16
0.5,1.625,7/16/16
4.375,2.0,7/17/16
2.125,1.0,7/17/16
2.5,3.25,7/17/16
8.375,2.375,7/18/16
0.75,0.0,7/18/16
1.375,0.25,7/18/16
0.625,0.375,7/18/16
0.75,0.375,7/18/16
0.0,0.0,7/18/16
0.25,0.0,7/18/16
15.5,2.25,7/18/16
1.25,0.125,7/18/16
7.5,2.125,7/18/16
2.0,1.5,7/19/16
5.875,1.5,7/19/16
7.625,5.875,7/20/16
0.75,0.0,7/20/16
0.625,0.0,7/20/16
1.5,0.0,7/20/16
2.875,1.625,7/20/16
0.0,0.0,7/20/16
1.375,0.5,7/20/16
1.375,0.875,7/20/16
1.0,0.0,7/20/16
0.625,0.0,7/21/16
2.25,0.25,7/21/16
1.125,1.0,7/21/16
10.375,11.25,7/21/16
6.125,8.375,7/22/16
9.25,4.375,7/22/16
11.125,5.75,7/22/16
9.5,9.75,7/22/16
4.875,0.25,7/22/16
4.5,1.875,7/22/16
0.375,0.375,7/22/16
0.375,0.0,7/22/16
0.75,0.25,7/22/16
0.5,0.875,7/22/16
0.75,0.75,7/22/16
0.75,0.0,7/22/16
0.875,0.0,7/23/16
4.25,3.75,7/23/16
0.625,0.0,7/23/16
8.125,8.0,7/23/16
1.125,0.375,7/23/16
1.25,0.125,7/23/16
3.25,5.875,7/24/16
0.5,1.25,7/24/16
4.625,3.375,7/24/16
5.25,9.125,7/24/16
4.0,7.0,7/25/16
15.75,9.625,7/25/16
6.0,2.75,7/25/16
8.625,6.875,7/25/16
0.5,1.375,7/25/16
0.375,0.0,7/25/16
0.0,1.125,7/25/16
0.375,0.625,7/25/16
1.25,1.125,7/25/16
0.5,0.875,7/25/16
0.75,0.0,7/25/16
0.375,1.0,7/25/16
0.125,0.875,7/25/16
0.25,0.625,7/25/16
0.75,1.25,7/26/16
0.375,0.25,7/26/16
0.125,0.0,7/26/16
0.75,0.375,7/26/16
2.375,2.75,7/26/16
12.625,4.875,7/27/16
1.875,2.5,7/27/16
5.0,4.5,7/27/16
0.25,0.25,7/27/16
0.625,0.125,7/27/16
0.125,0.0,7/27/16
1.0,0.5,7/27/16
0.25,0.5,7/27/16
6.75,4.875,7/27/16
11.5,8.625,7/27/16
0.5,0.25,7/27/16
0.25,0.0,7/28/16
0.5,0.125,7/28/16
0.5,0.125,7/28/16
0.75,0.125,7/28/16
3.5,0.375,7/28/16
4.25,1.75,7/29/16
3.875,2.875,7/29/16
0.125,0.25,7/29/16
0.375,0.0,7/29/16
0.375,0.0,7/29/16
0.625,0.125,7/29/16
0.125,0.625,7/29/16
10.0,10.5,7/29/16
7.5,4.25,7/30/16
5.875,2.875,7/30/16
5.875,4.125,7/30/16
0.125,0.0,7/30/16
0.375,0.25,7/30/16
0.25,0.125,7/31/16
5.625,3.125,7/31/16
3.875,1.625,7/31/16
5.75,1.75,7/31/16
4.375,4.125,7/31/16
4.375,5.375,7/31/16
5.25,3.75,7/31/16
7.375,4.875,7/31/16
0.125,1.25,8/1/16
0.625,0.125,8/1/16
0.0,0.0,8/1/16
0.375,0.0,8/1/16
0.375,0.375,8/1/16
1.0,0.625,8/1/16
5.0,8.5,8/1/16
10.75,5.625,8/2/16
13.25,5.25,8/2/16
0.875,1.375,8/2/16
4.875,3.125,8/2/16
6.125,3.875,8/2/16
0.5,0.0,8/2/16
0.375,0.0,8/2/16
0.625,0.0,8/2/16
1.375,0.5,8/2/16
0.25,0.625,8/2/16
0.0,0.0,8/2/16
1.25,0.25,8/2/16
0.25,0.125,8/2/16
6.5,4.375,8/2/16
10.625,6.0,8/3/16
3.0,1.25,8/3/16
7.375,4.125,8/3/16
8.0,3.875,8/3/16
6.375,3.75,8/3/16
1.25,0.0,8/3/16
2.125,1.75,8/3/16
0.75,0.125,8/3/16
0.875,2.0,8/3/16
0.5,0.25,8/3/16
1.75,0.375,8/4/16
0.125,0.25,8/4/16
0.0,0.0,8/4/16
1.0,0.625,8/4/16
0.25,0.125,8/4/16
0.25,0.0,8/4/16
1.125,1.125,8/4/16
2.375,1.5,8/4/16
3.0,1.0,8/4/16
1.0,0.375,8/5/16
1.125,0.5,8/5/16
3.875,1.0,8/5/16
3.5,1.75,8/5/16
0.0,0.5,8/5/16
0.25,0.0,8/5/16
0.125,0.25,8/5/16
1.0,0.5,8/5/16
1.625,2.25,8/5/16
1.5,0.125,8/5/16
11.614,8.261,8/6/16
4.75,3.25,8/6/16
8.25,5.125,8/6/16
10.875,7.0,8/6/16
4.0,9.125,8/6/16
6.125,2.375,8/6/16
0.125,0.0,8/6/16
0.375,0.875,8/6/16
0.5,1.375,8/6/16
7.25,6.0,8/6/16
0.375,0.375,8/6/16
0.5,0.125,8/6/16
0.875,0.875,8/6/16
1.0,0.625,8/6/16
0.5,0.0,10/1/16
3.0,1.75,10/3/16
0.375,0.0,10/3/16
5.75,10.375,10/3/16
0.25,0.0,10/4/16
0.125,0.75,10/4/16
0.875,0.625,10/4/16
0.75,0.5,10/4/16
0.375,0.75,10/5/16
0.375,0.125,10/5/16
0.0,0.0,10/6/16
0.125,0.0,10/7/16
1.0,0.875,10/8/16
6.75,8.25,10/8/16
7.625,2.375,10/10/16
0.25,0.0,10/10/16
0.5,0.0,10/10/16
1.25,0.375,10/10/16
0.25,0.125,10/11/16
0.375,1.125,10/12/16
1.375,0.875,10/12/16
0.0,0.0,10/13/16
0.0,0.0,10/13/16
0.375,0.0,10/15/16
3.0,1.0,10/15/16
0.125,0.0,10/16/16
0.875,0.5,10/16/16
0.5,0.0,10/17/16
0.5,0.0,10/20/16
0.5,0.375,10/20/16
0.375,0.625,10/20/16
0.125,0.0,10/21/16
0.0,0.0,10/22/16
2.125,0.5,10/24/16
1.375,0.125,10/25/16
0.875,0.25,10/25/16
0.875,0.5,10/26/16
0.5,0.0,10/26/16
0.0,0.0,10/26/16
0.125,0.125,10/26/16
0.5,0.125,10/27/16
2.0,3.0,10/27/16
0.75,0.0,10/28/16
0.625,1.0,10/28/16
9.125,4.875,10/29/16
0.25,0.125,11/1/16
7.625,1.875,11/1/16
0.5,1.5,11/2/16
0.75,0.375,11/2/16
2.125,0.625,11/2/16
0.125,0.0,11/3/16
1.5,0.5,11/4/16
0.125,0.125,11/4/16
0.25,0.5,11/5/16
0.75,0.25,11/7/16
12.875,4.75,11/7/16
0.875,0.0,11/8/16
1.625,0.5,11/8/16
0.625,0.75,11/8/16
0.75,0.875,11/9/16
1.375,0.125,11/9/16
0.125,0.375,11/9/16
0.75,0.375,11/10/16
1.125,0.125,11/10/16
5.125,7.625,11/10/16
1.5,0.25,11/11/16
1.125,0.5,11/11/16
2.625,1.375,11/11/16
1.0,0.125,11/12/16
1.25,0.625,11/13/16
1.125,0.375,11/14/16
0.125,0.625,11/15/16
0.875,0.375,11/15/16
0.25,0.125,11/16/16
0.125,0.125,11/16/16
11.375,7.0,11/17/16
0.625,1.0,11/17/16
1.0,1.5,11/17/16
1.5,1.625,11/18/16
5.5,5.375,11/18/16
0.0,0.0,11/19/16
0.375,0.875,11/19/16
0.75,0.25,11/21/16
0.5,0.625,11/22/16
0.5,1.0,11/22/16
1.875,1.25,11/22/16
13.875,40.875,11/23/16
0.125,0.375,11/23/16
1.125,0.125,11/23/16
0.125,0.375,11/24/16
0.25,0.0,11/24/16
0.0,0.0,11/24/16
0.25,1.125,11/26/16
0.75,0.25,11/26/16
0.75,0.375,11/26/16
0.25,1.0,11/26/16
0.375,0.5,11/28/16
0.0,0.0,11/29/16
11.625,5.5,11/30/16
1.375,0.25,11/30/16
1.0,0.375,11/30/16
0.0,0.125,12/1/16
0.0,0.5,12/1/16
0.25,0.5,12/1/16
1.125,0.125,12/2/16
0.375,0.25,12/3/16
2.0,1.5,12/5/16
0.125,0.0,12/5/16
0.75,0.5,12/5/16
0.25,0.0,12/7/16
0.125,0.0,12/7/16
1.5,0.125,12/8/16
0.5,0.25,12/8/16
0.5,0.125,12/10/16
0.375,1.0,12/10/16
0.5,1.0,12/12/16
2.625,1.75,12/12/16
0.125,0.25,12/13/16
0.75,0.125,12/13/16
1.375,0.125,12/14/16
9.125,10.75,12/17/16
12.375,5.375,12/19/16
0.875,0.125,12/19/16
0.625,0.25,12/19/16
0.625,0.0,12/21/16
0.25,0.625,12/22/16
0.125,1.125,12/22/16
0.625,1.25,12/22/16
0.625,0.5,12/23/16
0.25,0.625,12/23/16
4.75,3.375,12/24/16
0.75,1.625,12/26/16
0.375,0.0,12/26/16
0.0,0.0,12/26/16
0.5,0.25,12/27/16
7.5,2.875,12/27/16
0.375,0.375,12/28/16
0.5,0.5,12/28/16
2.875,1.125,12/28/16
0.5,0.875,12/29/16
3.375,5.125,12/29/16
0.5,1.5,12/29/16
0.5,0.0,12/30/16
0.0,1.125,12/30/16
0.75,1.125,12/30/16
0.75,1.125,12/30/16
